1,0,81,81,(8+1),81
2,0,89,44,8+(9),89
3,0,136,45,(1+(3))+(6),136
4,0,264,66,2+6+((4)),264
5,0,333,66,(3)+((3)+(3)),333
6,0,337,56,((3))+((3)+7),337
7,0,425,60,((4)+(2))+(5),425
8,0,441,55,(4+(4)+1),441
9,0,445,49,4+((4)+5),445
10,1,1250,125,((1+(2)))+((5+0)),1250
11,1,1251,113,((1+(2)))+((5))+1,1251
12,1,1252,104,((1+(2)))+((5))+2,1252
13,1,1253,96,((1+(2)))+((5))+3,1253
14,1,1254,89,((1+(2)))+((5))+4,1254
15,1,1255,83,1+(2)+((5))+((5)),1255
16,1,1256,78,((1+(2)))+((5))+6,1256
17,1,1257,73,((1+(2)))+((5))+7,1257
18,1,1258,69,((1+(2)))+((5))+8,1258
19,1,1259,66,((1+(2)))+((5))+9,1259
20,1,1306,65,1+(3+0)+((6)),1306
21,1,1346,64,1+(3+4)+((6)),1346
22,1,1386,63,1+((3))+8+((6)),1386
23,1,1521,66,((1+5)+2+1),1521
24,1,1525,63,(1+(5)+(2))+((5)),1525
25,1,1634,65,1+((6))+((3))+((4)),1634
26,1,1636,62,(1+(6)+3)+(6),1636
27,1,1674,62,(1+(6))+(7)+((4)),1674
28,1,1693,60,(1+(6))+(9+(3)),1693
29,1,1745,60,(1+7)+((4)+(5)),1745
30,1,2025,67,((2)+((0+2))+(5)),2025
31,1,2116,68,((2+1)+1+(6)),2116
32,1,2225,69,(((2)+2)+(2))+((5)),2225
33,1,2401,72,((2+4+0+1)),2401
34,1,2403,70,2+((4+0+3)),2403
35,1,2407,68,2+4+0+((7)),2407
36,1,2465,68,(((2)))+((4)+6+(5)),2465
37,1,2536,68,(((2))+(5)+(3))+(6),2536
38,1,2576,67,(((2)))+((5)+7)+((6)),2576
39,1,2601,66,(2+(6+0+1)),2601
40,1,2624,65,((2)+(6))+(((2))+(4)),2624
41,1,2713,66,(2+(7)+1)+(3),2713
42,2,3252,77,3+(((2))+(5)+((2))),3252
43,2,3258,75,(3)+((2+5)+8),3258
44,2,3364,76,(3+3+(6)+(4)),3364
45,2,3367,74,3+(3+6+(7)),3367
46,2,3706,80,(3)+((7+0))+((6)),3706
47,2,3721,79,(3+(7)+(2+1)),3721
48,2,3786,78,((3))+((7))+8+((6)),3786
49,2,3969,81,((3)+9+(6)+9),3969
50,2,4112,82,(4)+(((1+1)+(2))),4112
51,2,4225,82,(4+((2)+2)+(5)),4225
52,2,4241,81,(4)+(((2)+4)+1),4241
53,2,4356,82,((4)+(3)+5+(6)),4356
54,3,5381,99,((5)+(3))+((8)+1),5381
55,3,5475,99,((5))+((4)+(7))+((5)),5475
56,3,5785,103,((5)+7)+((8)+5),5785
57,4,6572,115,6+5+((7+2)),6572
58,4,6579,113,6+5+7+((9)),6579
59,4,6603,111,6+(6+0)+(((3))),6603
60,4,6649,110,(6)+(6)+(4)+((9)),6649
61,4,6669,109,(6)+(6)+(6)+((9)),6669
62,4,6730,108,(6+7)+(((3+0))),6730
63,4,6731,106,(6+7)+(((3)))+1,6731
64,4,6732,105,(6+7)+(((3)))+2,6732
65,4,6733,103,(6+7)+(((3)))+3,6733
66,4,6734,102,(6+7)+(((3)))+4,6734
67,4,6735,100,(6+7)+(((3)))+5,6735
68,4,6736,99,(6+7)+(((3)))+6,6736
69,4,6737,97,(6+7)+(((3)))+7,6737
70,4,6738,96,(6+7)+(((3)))+8,6738
71,4,6739,94,(6+7)+(((3)))+9,6739
72,4,6779,94,(6+7)+(7)+((9)),6779
73,4,6934,94,(6)+((9))+((3))+((4)),6934
74,4,7232,97,7+(2+((3))+2),7232
75,4,7234,96,7+2+(((3))+4),7234
76,4,7274,95,(7)+((2+7)+4),7274
77,4,7276,94,(7)+2+((7)+(6)),7276
78,4,7328,93,((7)+3)+((2)+(8)),7328
79,4,7618,96,(7)+(6+(1+8)),7618
80,4,7634,95,(7)+(6+((3)))+(4),7634
81,5,7699,95,(7)+(6+(9))+(9),7699
82,5,7744,94,(7+(7)+(4)+(4)),7744
83,5,7906,95,(7)+((9+0))+((6)),7906
84,5,7928,94,7+(9+((2))+(8)),7928
85,5,7969,93,(7+(9))+(6+9),7969
86,5,8136,94,((8+1)+(3))+(6),8136
87,5,8208,94,((8))+((2+0))+((8)),8208
88,5,8228,93,((8))+((2)+2)+((8)),8228
89,5,8281,93,(8+2+(8+1)),8281
90,5,8289,92,8+(2+8+(9)),8289
91,5,8970,98,8+((9))+((7+0)),8970
92,5,8971,97,8+((9))+((7))+1,8971
93,5,8972,96,8+((9))+((7))+2,8972
94,5,8973,95,8+((9))+((7))+3,8973
95,5,8974,94,8+((9))+((7))+4,8974
96,5,8975,93,8+((9))+((7))+5,8975
97,5,8976,92,8+((9))+((7))+6,8976
98,5,8977,91,8+((9))+((7))+7,8977
99,5,8978,90,8+((9))+((7))+8,8978
100,5,8979,89,8+((9))+((7))+9,8979
101,5,9125,90,((9)+1)+((2+5)),9125
102,5,9127,89,((9)+1)+2+((7)),9127
103,5,9162,88,((9))+((1+6)+2),9162
104,5,9216,88,(9+((2+1))+6),9216
105,6,9346,89,(9)+(((3)))+((4)+(6)),9346
106,6,9410,88,((9)+(4))+1+0,9410
107,6,9411,87,((9)+(4))+1+1,9411
108,6,9412,87,((9)+(4))+1+2,9412
109,6,9413,86,((9)+(4))+1+3,9413
110,6,9414,85,((9)+(4))+1+4,9414
111,6,9415,84,((9)+(4))+1+5,9415
112,6,9416,84,((9)+(4))+1+6,9416
113,6,9417,83,((9)+(4))+1+7,9417
114,6,9418,82,9+((4)+(1+8)),9418
115,6,9419,81,((9)+(4))+1+9,9419
116,6,9434,81,9+((4)+((3)))+(4),9434
117,6,9474,80,((9))+((4))+((7))+((4)),9474
118,6,9490,80,(9)+((4)+(9+0)),9490
119,6,9491,79,(9)+((4)+(9))+1,9491
120,6,9492,79,(9)+((4)+(9))+2,9492
121,6,9493,78,(9)+((4)+(9))+3,9493
122,6,9494,77,(9)+((4)+(9))+4,9494
123,6,9495,77,(9)+((4)+(9))+5,9495
124,6,9496,76,(9)+((4)+(9))+6,9496
125,6,9497,75,(9)+((4)+(9))+7,9497
126,6,9498,75,(9)+((4)+(9))+8,9498
127,6,9499,74,9+((4)+(9))+(9),9499
128,6,9634,75,(9+6)+(((3))+(4)),9634
129,6,9769,75,((9)+7)+((6)+9),9769
130,6,9925,76,((9))+(9+(2+5)),9925
131,6,10036,76,((1+0+0+(3)))+(6),10036
132,6,10324,78,((1+0+(3)))+(2+(4)),10324
133,7,11025,82,((1+(1+0+2))+5),11025
134,7,11283,84,1+((1+(2)))+((8))+(((3))),11283
135,7,11538,85,(((1+1)))+((5))+(((3)))+((8)),11538
136,8,11664,85,(1+1+6+(6+4)),11664
137,8,11666,85,1+1+((6)+(6)+(6)),11666
138,8,11849,85,((1+1)+(8))+(4+(9)),11849
139,8,11881,85,((1+1+8)+8+1),11881
140,8,11882,84,1+(1+8+(8+2)),11882
141,9,12321,87,(1+(2)+((3))+((2)+1)),12321
142,10,12569,88,(1+(2))+((5)+6+(9)),12569
143,11,12782,89,(1+2)+((7)+(8))+(2),12782
144,11,12783,88,1+(2)+((7)+(8))+(3),12783
145,11,12875,88,((1+2))+((8)+(7))+(5),12875
146,11,13133,89,1+(((3)))+1+(((3)))+(3),13133
147,11,13139,89,1+(3+1)+(((3)))+((9)),13139
148,11,13159,88,1+(((3)))+(1+5)+((9)),13159
149,12,13173,88,1+(((3)))+1+(7)+(((3))),13173
150,12,13225,88,(1+((3))+(2)+(2)+(5)),13225
151,12,13334,88,(1+((3)))+(((3)))+(3+4),13334
152,12,13337,87,(1+((3)))+(((3)))+3+(7),13337
153,12,13373,87,((1+(3)))+((3)+(7))+(3),13373
154,12,13379,86,1+(((3)))+(((3)))+(7+9),13379
155,12,13394,86,(1+3)+(((3)))+((9))+((4)),13394
156,13,13689,87,((1+3+6)+8+9),13689
157,14,13794,87,1+(((3)))+7+((9)+4),13794
158,14,13796,87,(1+(3))+7+((9)+(6)),13796
159,14,13933,87,((1+(3))+9+(3))+(3),13933
160,15,14298,89,1+((4)+(2)+(9))+((8)),14298
161,16,14672,91,(1+4)+6+((7+(2))),14672
162,16,14786,91,((1+4))+((7)+(8)+6),14786
163,16,14922,91,(1+4)+((9+2))+(((2))),14922
164,17,14948,91,((1+4)+(9)+(4))+(8),14948
165,17,15283,92,1+((5))+((2))+((8+3)),15283
166,17,15317,92,(1+(5))+((3+1+7)),15317
167,17,15358,91,1+((5)+((3)))+(5)+((8)),15358
168,17,15376,91,((1+5)+3+(7)+(6)),15376
